scenario,interval,mean,std,median,mad,cv
cross,ex_intvl_send_p50_stat,2078.1,26.366856299360208,2085.5,14.5,0.010710194341884438
cross,ex_intvl_send_p99_stat,4330.1,104.87288602027802,4313.0,50.0,0.017857887781126826
cross,ex_intvl_send_max_stat,28995722.6,1920243.0458047753,28362712.5,423113.0,0.022979900805263246
cross,ex_intvl_send_mean_stat,2438.56560525,60.57828085605277,2433.03859125,44.28498975000002,0.028038004064141527
cross,gw_intvl_decode_p50_stat,70.3,0.9486832980505138,70.0,0.0,0.0
cross,gw_intvl_decode_p99_stat,114.0,9.345230512584124,116.0,4.0,0.05311797931034482
cross,gw_intvl_decode_max_stat,50697.9,100744.65812852477,19622.0,6509.5,0.5110270667261236
cross,gw_intvl_decode_mean_stat,73.92990339999999,2.95628134114697,73.0913885,1.8111265000000074,0.038169996164556526
cross,gw_intvl_send_p50_stat,2509.9,50.35087994376177,2511.5,43.0,0.026373928011148715
cross,gw_intvl_send_p99_stat,4992.2,499.91483719174056,5167.0,312.5,0.09316463857170504
cross,gw_intvl_send_max_stat,29176236.7,1571546.7815353868,28583445.0,269518.5,0.01452491346287685
cross,gw_intvl_send_mean_stat,2588.21894595,105.21866048788199,2568.76696325,77.28896424999994,0.046348141430432976
cross,lob_intvl_decode_p50_stat,67.6,0.5163977794943222,68.0,0.0,0.0
cross,lob_intvl_decode_p99_stat,112.4,2.590581230363393,114.0,0.5,0.006756234210526315
cross,lob_intvl_decode_max_stat,71602.7,71274.59005229158,32880.0,9915.0,0.46451575976277365
cross,lob_intvl_decode_mean_stat,70.40355804999999,0.8815675213082553,70.519297,0.5502930000000035,0.01202058372008736
cross,lob_intvl_apply_p50_stat,158.9,2.64365067451978,158.0,0.5,0.004874751265822784
cross,lob_intvl_apply_p99_stat,2415.601000000001,31.22521788910844,2412.0,28.0,0.01788217213930348
cross,lob_intvl_apply_max_stat,29712144.0,381401.2981478811,29633929.5,205654.0,0.010690240138271233
cross,lob_intvl_apply_mean_stat,239.76356195,5.116047414411618,239.2349195,3.289351999999994,0.02117996914297785
cross,ex2gw_trans_p50_stat,3191.3,195.88888573769455,3197.0,113.5,0.05468809161714106
cross,ex2gw_trans_p99_stat,1074123.702,512874.7200113751,1246046.3100000003,236993.7849999998,0.2929829294073336
cross,ex2gw_trans_max_stat,29306700.0,1573810.5129099882,28832834.5,327458.0,0.01749475275492598
cross,ex2gw_trans_mean_stat,79264.00454919999,65231.776027280524,55240.989196250004,36280.16333925001,1.0116897039032384
cross,gw2lob_trans_p50_stat,3407.3,41.02858082415774,3399.5,24.0,0.010875162112075305
cross,gw2lob_trans_p99_stat,175379.25900000025,143156.73732152206,180508.13500000013,136663.94499999995,1.1662635896516396
cross,gw2lob_trans_max_stat,29718484.0,384157.63891460554,29638945.0,206465.0,0.010730581144200646
cross,gw2lob_trans_mean_stat,19388.23367705,3769.54905057386,20013.8688625,2208.4517992500005,0.16997944954098473
cross,w2w_p50_stat,11204.5,504.92821271939243,11147.5,284.5,0.03931373745682888
cross,w2w_p99_stat,1201671.552,475936.13900481525,1375094.5550000002,174744.3949999999,0.19575381533530453
cross,w2w_max_stat,30350979.0,1719369.3202598058,29873791.0,362628.5,0.018698688146070914
cross,w2w_mean_stat,104063.11980084999,68089.83063368339,81504.93458074999,42304.24247224999,0.7995388346760776
add,ex_intvl_send_p50_stat,2092.3,45.40692556085347,2083.0,22.0,0.01626945309649544
add,ex_intvl_send_p99_stat,4433.5,252.94718377119318,4347.5,117.5,0.041633010810810805
add,ex_intvl_send_max_stat,28744878.3,2254740.4794859337,27983260.5,109397.0,0.006022081661849232
add,ex_intvl_send_mean_stat,2452.8025438000004,89.38636665273013,2433.85917825,35.59327374999998,0.02252744985023384
add,gw_intvl_decode_p50_stat,70.7,0.9486832980505138,70.0,0.0,0.0
add,gw_intvl_decode_p99_stat,115.5,5.233439489369194,117.0,0.5,0.0065829974358974355
add,gw_intvl_decode_max_stat,230305.5,366928.7296335625,22483.0,13755.0,0.9424230021349462
add,gw_intvl_decode_mean_stat,73.85508465000001,1.7728810239263604,73.4908265,1.383121250000002,0.028991231610311977
add,gw_intvl_send_p50_stat,2478.9,50.75748439611859,2468.0,27.0,0.016852260048622364
add,gw_intvl_send_p99_stat,5053.9,355.8081411847308,5128.5,107.5,0.0322892269669494
add,gw_intvl_send_max_stat,29257881.3,2072165.706440918,28549719.5,119309.0,0.006437406042206474
add,gw_intvl_send_mean_stat,2559.3800152500003,51.63523771407466,2550.5063600000003,25.578279500000008,0.015448433979588784
add,lob_intvl_decode_p50_stat,69.1,2.4244128727957572,68.0,0.0,0.0
add,lob_intvl_decode_p99_stat,113.6,1.8378731669453627,114.0,1.0,0.01351246842105263
add,lob_intvl_decode_max_stat,215644.4,266179.4330669111,123776.0,102560.5,1.2763895181190212
add,lob_intvl_decode_mean_stat,72.1970817,2.2286179831811226,71.50097625000001,0.6459077499999992,0.013915476021571784
add,lob_intvl_apply_p50_stat,197.8,3.3928028399998595,199.0,1.5,0.011611216582914571
add,lob_intvl_apply_p99_stat,2477.501000000001,30.22965815589421,2470.5050000000047,17.005000000004657,0.01060304104100462
add,lob_intvl_apply_max_stat,30247211.2,2004205.9963168458,29606119.0,175947.0,0.009154611722860398
add,lob_intvl_apply_mean_stat,276.71204935000003,6.566378374641306,278.80286724999996,2.8840582500000096,0.0159347896632744
add,ex2gw_trans_p50_stat,3129.8,108.85443899487466,3133.5,57.0,0.028021069028243174
add,ex2gw_trans_p99_stat,1072915.512,465330.48198283766,1238696.7350000003,114424.59500000009,0.1422964070574813
add,ex2gw_trans_max_stat,29302344.5,2193828.6577335903,28553325.5,116425.5,0.0062810313182504775
add,ex2gw_trans_mean_stat,53757.40071670001,29763.67969535887,47404.211337750006,9834.0937715,0.31956334822855265
add,gw2lob_trans_p50_stat,3396.9,26.05741523806398,3405.5,13.5,0.006106500924974305
add,gw2lob_trans_p99_stat,211642.12300000014,102430.43746757529,224676.57000000007,54859.560000000056,0.37612662601438174
add,gw2lob_trans_max_stat,30252104.7,2007164.4579239446,29610892.0,174454.5,0.009075493069452281
add,gw2lob_trans_mean_stat,20774.95290515,3501.8027920051527,20823.183487000002,1224.704882,0.09059909643955558
add,w2w_p50_stat,11133.4,243.40464708427862,11133.0,119.5,0.016534658879008353
add,w2w_p99_stat,1265931.8610000005,398550.6480890665,1433776.1350000007,72827.995,0.07824499186345638
add,w2w_max_stat,30410852.2,2478447.3974480163,29620905.0,175327.5,0.00911782516464301
add,w2w_mean_stat,79967.30039660001,31562.8854798866,73652.76422425,12412.039380749993,0.25959339450636526
cancel,ex_intvl_send_p50_stat,2058.6,18.963122105813692,2060.5,14.0,0.010466342926474156
cancel,ex_intvl_send_p99_stat,4255.9,47.73410148357718,4263.5,34.5,0.012465002533130057
cancel,ex_intvl_send_max_stat,28087740.5,346972.2883069258,28023426.0,160111.0,0.008801151250221868
cancel,ex_intvl_send_mean_stat,2406.4653667,34.951436896298816,2415.2021595,22.447391249999782,0.014316996910449478
cancel,gw_intvl_decode_p50_stat,72.1,5.971227307309239,70.0,0.5,0.011003009999999999
cancel,gw_intvl_decode_p99_stat,123.4,13.116571367718183,120.0,4.5,0.05776580249999999
cancel,gw_intvl_decode_max_stat,77177.4,103724.16652427512,37457.0,24950.5,1.0260908279013268
cancel,gw_intvl_decode_mean_stat,77.19617760000001,5.661552224848918,76.688342,2.03537575,0.040884132849567274
cancel,gw_intvl_send_p50_stat,2507.3,65.16994876645387,2502.5,27.0,0.016619931188811186
cancel,gw_intvl_send_p99_stat,5071.2,406.65978136247725,5264.0,183.5,0.05369820039893616
cancel,gw_intvl_send_max_stat,28554134.0,207770.408228784,28536594.5,138923.0,0.0074991415724886155
cancel,gw_intvl_send_mean_stat,2584.5475400999994,80.58734377110113,2569.49268975,53.92801075000011,0.032330063498570503
cancel,lob_intvl_decode_p50_stat,67.9,0.31622776601683794,68.0,0.0,0.0
cancel,lob_intvl_decode_p99_stat,119.8,8.337332373793858,116.0,1.5,0.01991924224137931
cancel,lob_intvl_decode_max_stat,568352.0,1359347.401189834,197371.0,116739.0,0.9111128474527664
cancel,lob_intvl_decode_mean_stat,72.52713309999999,1.1563354918845945,72.5601825,0.7632697499999992,0.016203887812336313
cancel,lob_intvl_apply_p50_stat,164.8,1.4757295747452437,165.0,1.0,0.009335887272727272
cancel,lob_intvl_apply_p99_stat,2387.4,30.645644968829675,2381.0,28.0,0.018114993364132716
