scenario,mode,counter,mean,std,median,mad,cv
cross,match,ex_invol_ctx_sw_stat,204.9,245.41640350863088,83.0,22.0,0.4083044674698795
cross,match,gw_vol_ctx_sw_stat,790643.5,71789.91163612212,816430.0,35189.5,0.06639474156424922
cross,match,gw_invol_ctx_sw_stat,220.6,161.26527490098073,181.5,97.5,0.8274990991735536
cross,match,lob_vol_ctx_sw_stat,1024057.3,35229.19369579093,1026388.5,18936.5,0.028420222791954504
cross,match,lob_invol_ctx_sw_stat,156.3,103.09871213766176,131.0,70.5,0.8290054099236641
add,null,ipc_stat,1.3056985685122116,0.022070831148914883,1.304894306618575,0.013417952023452084,0.015839827284295598
add,null,cycle_per_msg_stat,2939.89283895,36.59956856278384,2939.1417012499996,22.13871549999999,0.01160303060931288
add,null,cache_miss_rate_stat,0.0039036236802285225,0.0016606461667479633,0.003998210140052388,0.001710122440164846,0.6588721230684565
add,null,branch_miss_rate_stat,0.0032538703516490257,4.491269109798821e-05,0.0032482265245826897,4.204551654203603e-05,0.019939438633740984
add,null,throughput_stat,289309.3,3169.5283928896006,288830.0,2421.0,0.012911955854308762
add,null,ex_vol_ctx_sw_stat,15.9,3.573047252229764,16.5,1.5,0.14003830909090909
add,null,ex_invol_ctx_sw_stat,152.0,167.13667062217874,91.0,27.0,0.45704810769230764
add,null,gw_vol_ctx_sw_stat,776736.5,57023.090804905034,784068.0,50534.5,0.09928274746361285
add,null,gw_invol_ctx_sw_stat,230.3,199.1325912272747,149.0,51.0,0.5272583315436241
add,null,lob_vol_ctx_sw_stat,1023544.5,27538.7641909848,1022824.0,26062.0,0.03925060667993711
add,null,lob_invol_ctx_sw_stat,131.4,42.77901874101888,135.0,42.0,0.47924221333333333
add,decode,ipc_stat,1.3103681650475072,0.025177655069506973,1.3162595243619895,0.006793717812871414,0.007950702814158897
add,decode,cycle_per_msg_stat,2978.3692518,55.555116554939886,2972.2390004999997,33.182803250000234,0.017197641316761905
add,decode,cache_miss_rate_stat,0.003165142987183878,0.0015647201591355612,0.0026576512241831543,0.0010500957973908838,0.608653996292594
add,decode,branch_miss_rate_stat,0.003101238008178235,5.4747426509275715e-05,0.0030977804142912086,3.47148578496337e-05,0.01726252438127357
add,decode,throughput_stat,290498.0,7620.816593748701,291208.0,5015.5,0.026530807985014143
add,decode,ex_vol_ctx_sw_stat,15.9,3.573047252229764,16.5,1.5,0.14003830909090909
add,decode,ex_invol_ctx_sw_stat,152.0,167.13667062217874,91.0,27.0,0.45704810769230764
add,decode,gw_vol_ctx_sw_stat,776736.5,57023.090804905034,784068.0,50534.5,0.09928274746361285
add,decode,gw_invol_ctx_sw_stat,230.3,199.1325912272747,149.0,51.0,0.5272583315436241
add,decode,lob_vol_ctx_sw_stat,1023544.5,27538.7641909848,1022824.0,26062.0,0.03925060667993711
add,decode,lob_invol_ctx_sw_stat,131.4,42.77901874101888,135.0,42.0,0.47924221333333333
add,match,ipc_stat,1.3461557309578338,0.015470230813210728,1.3490589809053737,0.009755410954569887,0.011139204447628183
add,match,cycle_per_msg_stat,3528.9574559500006,47.14665730551112,3524.1349634999997,41.9091442499996,0.018318748665139294
add,match,cache_miss_rate_stat,0.22703951864250901,0.0056870496066858105,0.2267885442527871,0.004559888781609331,0.03097224458119699
add,match,branch_miss_rate_stat,0.004907892085863832,5.257960577900186e-05,0.004922700249776323,4.359123403698765e-05,0.013640657841402238
add,match,throughput_stat,286298.0,8452.626600320425,289630.5,4221.5,0.022452362372402078
add,match,ex_vol_ctx_sw_stat,15.9,3.573047252229764,16.5,1.5,0.14003830909090909
add,match,ex_invol_ctx_sw_stat,152.0,167.13667062217874,91.0,27.0,0.45704810769230764
add,match,gw_vol_ctx_sw_stat,776736.5,57023.090804905034,784068.0,50534.5,0.09928274746361285
add,match,gw_invol_ctx_sw_stat,230.3,199.1325912272747,149.0,51.0,0.5272583315436241
add,match,lob_vol_ctx_sw_stat,1023544.5,27538.7641909848,1022824.0,26062.0,0.03925060667993711
add,match,lob_invol_ctx_sw_stat,131.4,42.77901874101888,135.0,42.0,0.47924221333333333
cancel,null,ipc_stat,1.315768893102426,0.02175571143752859,1.3221479972291357,0.006011609794020489,0.007004066409029904
cancel,null,cycle_per_msg_stat,2948.56708345,50.7555987172218,2930.76167025,35.74523399999998,0.018787854352179584
cancel,null,cache_miss_rate_stat,0.003414937101271577,0.0016831138346413946,0.003198524450517276,0.001349076593135778,0.6497203590140949
cancel,null,branch_miss_rate_stat,0.0031720670154062776,0.00010566571798001871,0.0031839016664458606,9.129302570426065e-05,0.04416899301496831
cancel,null,throughput_stat,283991.4,11479.192346734735,283376.0,6708.5,0.03646715657606854
cancel,null,ex_vol_ctx_sw_stat,15.0,4.136557881996952,14.0,1.5,0.16504515
cancel,null,ex_invol_ctx_sw_stat,67.7,34.38685149232997,51.5,5.0,0.1495554757281553
cancel,null,gw_vol_ctx_sw_stat,778026.3,56211.18839213022,768595.0,49564.0,0.0993363816699302
cancel,null,gw_invol_ctx_sw_stat,125.3,53.82285759786449,101.0,17.0,0.25927884950495045
cancel,null,lob_vol_ctx_sw_stat,1033142.2,21979.209245709153,1037322.0,15041.5,0.022336601834435206
cancel,null,lob_invol_ctx_sw_stat,159.6,46.774161908282466,164.5,35.5,0.33243136595744677
cancel,decode,ipc_stat,1.3091890903172756,0.012845735582008248,1.307052974023292,0.01229870076973838,0.014494578440524526
cancel,decode,cycle_per_msg_stat,2986.9580686500003,36.210321747650276,2987.09808175,29.18380625000009,0.0150498438453071
cancel,decode,cache_miss_rate_stat,0.003810796963170813,0.0021484405983498147,0.004174465559847913,0.0019613182220875767,0.7237469127961204
cancel,decode,branch_miss_rate_stat,0.003174242044936431,7.510606479415406e-05,0.003149871429557009,5.975982228948644e-05,0.029225100507631944
cancel,decode,throughput_stat,288967.9,7782.8047564986355,289026.5,5972.5,0.0318315684253866
cancel,decode,ex_vol_ctx_sw_stat,15.0,4.136557881996952,14.0,1.5,0.16504515
cancel,decode,ex_invol_ctx_sw_stat,67.7,34.38685149232997,51.5,5.0,0.1495554757281553
cancel,decode,gw_vol_ctx_sw_stat,778026.3,56211.18839213022,768595.0,49564.0,0.0993363816699302
cancel,decode,gw_invol_ctx_sw_stat,125.3,53.82285759786449,101.0,17.0,0.25927884950495045
cancel,decode,lob_vol_ctx_sw_stat,1033142.2,21979.209245709153,1037322.0,15041.5,0.022336601834435206
cancel,decode,lob_invol_ctx_sw_stat,159.6,46.774161908282466,164.5,35.5,0.33243136595744677
cancel,match,ipc_stat,1.3865120705117662,0.02394363770985104,1.3964916600523758,0.013499464695093222,0.014890790184945433
cancel,match,cycle_per_msg_stat,3390.2770761500005,49.020574785341225,3379.33389025,30.03711475,0.013691992522151355
cancel,match,cache_miss_rate_stat,0.14615546708877447,0.0020118680343811954,0.14569398819560775,0.0015170960007106216,0.0160402441740524
cancel,match,branch_miss_rate_stat,0.0041374588558070495,5.473416141324888e-05,0.0041258755636620105,4.0654723197671664e-05,0.015178694717875913
cancel,match,throughput_stat,289660.6,5196.380582247181,290176.0,4163.5,0.0221022569023627
cancel,match,ex_vol_ctx_sw_stat,15.0,4.136557881996952,14.0,1.5,0.16504515
cancel,match,ex_invol_ctx_sw_stat,67.7,34.38685149232997,51.5,5.0,0.1495554757281553
cancel,match,gw_vol_ctx_sw_stat,778026.3,56211.18839213022,768595.0,49564.0,0.0993363816699302
cancel,match,gw_invol_ctx_sw_stat,125.3,53.82285759786449,101.0,17.0,0.25927884950495045
cancel,match,lob_vol_ctx_sw_stat,1033142.2,21979.209245709153,1037322.0,15041.5,0.022336601834435206
cancel,match,lob_invol_ctx_sw_stat,159.6,46.774161908282466,164.5,35.5,0.33243136595744677
