scenario,interval,mean,std,median,mad,cv
cross,ex_intvl_send_p50_stat,2007.1,276.8334637768105,1922.5,14.0,0.011217633081924576
cross,ex_intvl_send_p99_stat,3468.202000000002,223.51395486138637,3525.5,191.00500000000466,0.08345715203715988
cross,ex_intvl_send_max_stat,53242450.1,32625290.59491332,32965154.0,3246152.5,0.15168874316993936
cross,ex_intvl_send_mean_stat,3391.9744312499997,71.4935235943728,3371.99017475,58.29308424999999,0.026629945461617607
cross,gw_intvl_decode_p50_stat,70.8,3.9944405810520647,69.5,0.5,0.01108216834532374
cross,gw_intvl_decode_p99_stat,111.1,8.305955025696255,113.5,2.5,0.03392998678414096
cross,gw_intvl_decode_max_stat,94532.4,154695.41154022634,15218.0,5877.0,0.5948913502299907
cross,gw_intvl_decode_mean_stat,72.92393770000001,3.7806835993312067,71.79115125,0.8276129999999995,0.01775807678133869
cross,gw_intvl_send_p50_stat,1892.1,11.337744239682092,1889.5,4.5,0.00366864053982535
cross,gw_intvl_send_p99_stat,3092.1,160.7630761918503,3147.0,78.5,0.03842487445185891
cross,gw_intvl_send_max_stat,30437654.8,2466845.85079133,29405918.0,297932.5,0.015607116865234404
cross,gw_intvl_send_mean_stat,1982.009708,38.18255065183402,1979.5103852500001,21.47466499999996,0.01671121999173201
cross,lob_intvl_decode_p50_stat,66.7,0.6749485577105528,67.0,0.5,0.011495682089552237
cross,lob_intvl_decode_p99_stat,114.4,3.835506630304673,114.5,3.0,0.04036038602620087
cross,lob_intvl_decode_max_stat,132761.9,102174.74878684829,119169.0,56056.0,0.7246000385872164
cross,lob_intvl_decode_mean_stat,71.01615000000001,2.8502297191403123,69.92115000000001,1.1182330000000107,0.024635608015403293
cross,lob_intvl_apply_p50_stat,138.6,3.3065591380365986,137.5,1.0,0.011203064727272727
cross,lob_intvl_apply_p99_stat,2378.7,21.87362694103462,2371.5,13.5,0.008769002277039847
cross,lob_intvl_apply_max_stat,30862082.9,2462451.700133762,29818956.5,245339.5,0.012674025533566204
cross,lob_intvl_apply_mean_stat,220.63661054999997,12.509339388194158,216.90902125000002,6.596090250000003,0.04684341167037262
cross,ex2gw_trans_p50_stat,546099.65,16279.366366064607,541133.75,6974.0,0.019852575899396402
cross,ex2gw_trans_p99_stat,1032847.6820000003,100468.12373072203,1034411.6350000001,86066.04500000004,0.12816752349403246
cross,ex2gw_trans_max_stat,31242972.8,2487775.06050937,30208071.0,326527.0,0.01665082085108314
cross,ex2gw_trans_mean_stat,543636.5321027001,20179.93227426457,536993.1679287499,9242.50702000002,0.026513103803859413
cross,gw2lob_trans_p50_stat,1179.8,18.26836975029062,1174.5,5.5,0.007213552745849297
cross,gw2lob_trans_p99_stat,3685.801000000001,1384.561692541883,3104.5,366.0,0.18160548635851181
cross,gw2lob_trans_max_stat,30869022.1,2466408.7234315877,29825054.0,245612.5,0.012685534487464798
cross,gw2lob_trans_mean_stat,10183.04824645,764.2349916680859,10231.58852075,641.54571175,0.0965882024529941
cross,w2w_p50_stat,553819.7,16334.408587396118,548832.25,7028.75,0.019727770945038307
cross,w2w_p99_stat,1057340.454,106372.80990443681,1055567.57,97328.0,0.14203366821813215
cross,w2w_max_stat,53467177.5,32477840.527687214,33321171.0,3169328.0,0.14651647971252868
cross,w2w_mean_stat,559558.14118665,20544.91278896576,552797.16247325,9125.279739250022,0.025428452144067155
add,ex_intvl_send_p50_stat,1923.6,18.295111672550977,1926.5,9.0,0.007196362626524785
add,ex_intvl_send_p99_stat,3479.9010000000007,185.56958026872636,3503.5050000000047,151.49499999999534,0.06660933550629798
add,ex_intvl_send_max_stat,74892181.4,48542050.59734755,72057008.5,40172817.0,0.8588070514346122
add,ex_intvl_send_mean_stat,3391.4798438999997,83.58237172292864,3396.08717125,74.20374549999997,0.03365786323037206
add,gw_intvl_decode_p50_stat,71.1,3.212821536005731,70.0,1.0,0.022006019999999998
add,gw_intvl_decode_p99_stat,110.8,5.959119994689746,112.5,3.0,0.041077904
