scenario,interval,mean,std,median,mad,cv
cross,ex_intvl_send_p50_stat,2075.5,16.80112430100372,2071.0,9.5,0.007066153211009173
cross,ex_intvl_send_p99_stat,3290.5,211.97392397284258,3336.5,75.0,0.03462658624306908
cross,ex_intvl_send_max_stat,28439688.2,1271017.1978873892,28088481.5,166197.5,0.009114561270480213
cross,ex_intvl_send_mean_stat,2185.1388943499996,44.74820347541095,2184.934768,15.61734575000014,0.011010531736158112
cross,gw_intvl_decode_p50_stat,72.0,4.109609335312651,70.5,0.5,0.010924974468085106
cross,gw_intvl_decode_p99_stat,111.8,10.042133460796288,114.5,2.5,0.033633655021834054
cross,gw_intvl_decode_max_stat,42447.8,78824.61946315448,8908.5,2101.0,0.3632963306280518
cross,gw_intvl_decode_mean_stat,73.81325985000001,4.169729140127589,72.358267,1.4919920000000033,0.031762734248856526
cross,gw_intvl_send_p50_stat,1999.5,46.036821011977885,1988.5,26.0,0.02014129062107116
cross,gw_intvl_send_p99_stat,3179.1,185.20106191200236,3165.0,151.5,0.07373581109004738
cross,gw_intvl_send_max_stat,28956415.4,925514.7465166735,28711305.0,160420.5,0.0086068944340461
cross,gw_intvl_send_mean_stat,2078.9669689,60.870557345200645,2062.41326725,46.463145000000054,0.03470343408173354
cross,lob_intvl_decode_p50_stat,66.7,0.48304589153964794,67.0,0.0,0.0
cross,lob_intvl_decode_p99_stat,112.3,2.7507574714370344,112.5,1.0,0.013692634666666665
cross,lob_intvl_decode_max_stat,228949.6,337773.5464552151,133289.5,104227.0,1.204547254343365
cross,lob_intvl_decode_mean_stat,69.36788055000001,1.011351490942042,69.1176275,0.5382094999999936,0.011995050488144867
cross,lob_intvl_apply_p50_stat,137.6,0.8432740427115678,138.0,0.5,0.005581236956521738
cross,lob_intvl_apply_p99_stat,2330.4,14.878769363686562,2328.0,8.5,0.0056243908505154636
cross,lob_intvl_apply_max_stat,29876672.4,638102.225502083,29704495.5,167282.5,0.008674967829212921
cross,lob_intvl_apply_mean_stat,212.90079060000002,4.241840174010635,212.61262675,1.8482892499999934,0.013391228722449052
cross,ex2gw_trans_p50_stat,1148.3,22.828101590413127,1141.0,11.5,0.01552571963190184
