scenario,interval,mean,std,median,mad,cv
cross,ex_intvl_send_p50_stat,2627.6,20.98253241786288,2624.5,13.0,0.007630206972756715
cross,ex_intvl_send_p99_stat,4293.2,207.28659709043743,4321.5,76.0,0.027090599652898294
cross,ex_intvl_send_max_stat,36830894.4,37062832.9013789,25124858.5,143459.5,0.00879559516059762
cross,ex_intvl_send_mean_stat,2725.7847512,33.237411406830944,2721.61279225,24.533141749999913,0.013885655104409835
cross,gw_intvl_decode_p50_stat,71.9,3.5103022978402048,70.0,0.0,0.0
cross,gw_intvl_decode_p99_stat,109.5,2.6352313834736494,109.5,1.5,0.02110166301369863
cross,gw_intvl_decode_max_stat,28579.8,23592.035641998624,24797.0,12640.5,0.7852440499536233
cross,gw_intvl_decode_mean_stat,73.3492295,2.704161089029963,72.16414499999999,0.8409932499999897,0.017951906719819576
cross,gw_intvl_send_p50_stat,2578.4,55.08619508451177,2560.5,24.0,0.01443863057996485
cross,gw_intvl_send_p99_stat,5215.1,479.0352457457245,5354.5,68.5,0.019706576879260435
cross,gw_intvl_send_max_stat,27295287.4,234456.8588391287,27251670.5,137254.5,0.007758414995011039
cross,gw_intvl_send_mean_stat,2682.6599396499996,58.018345418374125,2653.20958875,22.22413224999991,0.012903062411461748
cross,lob_intvl_decode_p50_stat,68.3,2.0575065816014617,68.0,0.0,0.0
cross,lob_intvl_decode_p99_stat,110.4,2.590581230363393,110.5,1.5,0.02091069773755656
cross,lob_intvl_decode_max_stat,171412.0,121329.1200788628,174978.5,77193.0,0.6795677704986611
cross,lob_intvl_decode_mean_stat,70.57753299999999,1.954081130354308,70.13337849999999,0.9809074999999936,0.021544818412255588
cross,lob_intvl_apply_p50_stat,217.3,6.71730766172149,218.5,1.5,0.01057497528604119
cross,lob_intvl_apply_p99_stat,2557.8,40.107632967082736,2549.0,26.5,0.016014581051392703
cross,lob_intvl_apply_max_stat,30032696.7,232276.82341888238,29971413.0,131883.0,0.006778305563911851
cross,lob_intvl_apply_mean_stat,290.91118769999997,6.164223455696552,289.73540775000004,2.6860542499999838,0.014280807031466192
cross,ex2gw_trans_p50_stat,3376.4,35.63144678510824,3366.0,23.5,0.010754576024955435
cross,ex2gw_trans_p99_stat,15059.407000000007,20782.01636427465,7813.505000000005,966.0,0.19044552635468961
cross,ex2gw_trans_max_stat,27296497.8,235878.7362847463,27258212.0,146112.0,0.008257109879283351
cross,ex2gw_trans_mean_stat,13853.6527405,1581.017864750776,13582.725179000001,420.201473000001,0.047655189425571426
cross,gw2lob_trans_p50_stat,3731.9,18.453846331983055,3729.0,10.0,0.004130923572003217
cross,gw2lob_trans_p99_stat,31382.12400000002,42614.14459534931,14393.515000000014,5681.010000000009,0.6079925145187959
cross,gw2lob_trans_max_stat,30032510.5,232485.5982360341,29968853.0,129009.5,0.00663118453693573
cross,gw2lob_trans_mean_stat,15827.70221985,2864.232433606619,15509.041664749999,1186.2093495,0.11781916035489184
cross,w2w_p50_stat,12762.3,72.79049083194559,12762.5,26.0,0.0031381748403525953
cross,w2w_p99_stat,159668.08800000008,127120.7871249814,136545.09000000008,43302.994999999995,0.4885189220798269
cross,w2w_max_stat,30581637.4,1707109.1713953284,29984066.0,203429.0,0.010451097092055493
cross,w2w_mean_stat,35524.637601400005,4229.457524797764,34910.92773225,1328.1946957500004,0.05860570502140382
add,ex_intvl_send_p50_stat,2614.3,18.111077027916124,2614.0,14.5,0.008544801185921958
add,ex_intvl_send_p99_stat,4374.501000000001,241.51887206915097,4317.0,166.5,0.05941166622654621
add,ex_intvl_send_max_stat,30670290.1,15216778.178357463,25207799.0,183840.0,0.011234264053597062
add,ex_intvl_send_mean_stat,2713.88847515,29.29393613733163,2708.2453765,23.767263250000042,0.013518568608081075
add,gw_intvl_decode_p50_stat,70.3,1.2516655570345725,70.0,0.0,0.0
add,gw_intvl_decode_p99_stat,110.4,2.412928142780514,110.0,1.0,0.014003830909090907
add,gw_intvl_decode_max_stat,41079.3,42611.2278919014,24599.0,3752.5,0.23498643455018495
add,gw_intvl_decode_mean_stat,72.41200914999999,1.1988110917026638,72.06949225,0.7619237500000082,0.016285443577108906
add,gw_intvl_send_p50_stat,2549.1,71.57505772885474,2516.0,19.5,0.01193887810015898
add,gw_intvl_send_p99_stat,5203.2,342.1123272325106,5258.0,59.5,0.017431546842906046
add,gw_intvl_send_max_stat,28000554.5,2111127.117278259,27328985.5,166270.0,0.009371949287250343
add,gw_intvl_send_mean_stat,2661.3597618500003,63.07029032506039,2644.4402204999997,33.953720749999775,0.019778491359897128
add,lob_intvl_decode_p50_stat,69.7,3.3349995835415367,68.0,0.0,0.0
add,lob_intvl_decode_p99_stat,110.7,2.4060109910158114,109.5,1.0,0.014067775342465751
