scenario,mode,counter,mean,std,median,mad,cv
cross,null,ipc_stat,1.2863517393924706,0.019846021262646882,1.2908956408862067,0.016677116990352348,0.019900747270791132
cross,null,cycle_per_msg_stat,2971.9908937,43.87901784126051,2972.92657675,36.52153599999997,0.018923627665494564
cross,null,cache_miss_rate_stat,0.005481187634948345,0.002485411800069711,0.0060058447811414655,0.0019528684966432838,0.500885476271566
cross,null,branch_miss_rate_stat,0.002779764886916318,4.386805037971041e-05,0.0028012755494279595,1.852879301839105e-05,0.010188983117897371
cross,null,throughput_stat,285395.8,9283.102101249464,285694.5,7019.0,0.037845383115880774
cross,decode,ipc_stat,1.298726425247248,0.028268863455304542,1.3065905023171527,0.022403163343045485,0.026412492804839025
cross,decode,cycle_per_msg_stat,3017.6616454,78.64275515606987,3006.1572782499998,55.37511274999997,0.028375431094267232
cross,decode,cache_miss_rate_stat,0.005475225171235249,0.003302095526058455,0.005295015141391423,0.0030079912060693307,0.8750822993158424
cross,decode,branch_miss_rate_stat,0.0026771012884996845,4.9539315262540846e-05,0.0026797892568288647,3.0340287333235124e-05,0.017440486325992086
cross,decode,throughput_stat,284431.3,13150.126962209233,286961.0,11109.0,0.05963368308794574
cross,match,ipc_stat,1.4220579282192825,0.0179363480380098,1.430972710251253,0.010218764706973915,0.01100035222434359
cross,match,cycle_per_msg_stat,3353.0107331500003,43.459938948268885,3341.17702075,26.723788749999812,0.012320776727459468
cross,match,cache_miss_rate_stat,0.14071872165841395,0.002425214144350224,0.14063058752688484,0.0012582366250184773,0.013782311924649411
cross,match,branch_miss_rate_stat,0.0031799513373519093,4.604865578189164e-05,0.00318130082365989,2.9690574242317944e-05,0.014376507748342674
cross,match,throughput_stat,287646.2,6312.736786318064,289306.5,3031.5,0.01614131543570573
add,null,ipc_stat,1.2874997760735234,0.055535905726728424,1.3136237253309742,0.02301935758136575,0.026993659104058765
add,null,cycle_per_msg_stat,2977.1391327,113.45472910944387,2949.6147295,67.28558774999988,0.03513955848031971
add,null,cache_miss_rate_stat,0.005111756510721463,0.002486706745228568,0.004845925815398234,0.0017640903342279533,0.5607684900464318
add,null,branch_miss_rate_stat,0.002764536946974579,5.7838531181562187e-05,0.0027627145832557843,3.72837266053431e-05,0.020788484877412507
add,null,throughput_stat,284795.0,12312.23997130949,282149.5,9802.0,0.05351492936475166
add,decode,ipc_stat,1.2859627180693327,0.030757526288260607,1.2857954785539858,0.030224402054901178,0.036209736699287155
add,decode,cycle_per_msg_stat,3025.3288473000002,61.882974111221074,3019.78234575,45.35230375000015,0.023134667084242947
add,decode,cache_miss_rate_stat,0.005640120669982905,0.002346084253819608,0.006135640759486062,0.0016607161504745517,0.41694140804470786
add,decode,branch_miss_rate_stat,0.002648440627206542,7.140698975253967e-05,0.002658537657183439,3.1666762129202485e-05,0.018348492420533442
add,decode,throughput_stat,285573.9,9118.1024274669,284250.0,5653.5,0.0306377216707124
add,match,ipc_stat,1.3375431270343576,0.044272868134135515,1.3614671181144113,0.015564073041621884,0.017609849599366286
add,match,cycle_per_msg_stat,3554.2921633000005,104.73200595412989,3508.1950162499998,51.03371649999963,0.022408511685922308
add,match,cache_miss_rate_stat,0.2285661285620053,0.006560161812535486,0.22869916317072972,0.0041593280999187715,0.028015485172340298
add,match,branch_miss_rate_stat,0.004504781132825339,4.418906139564614e-05,0.004501183004000697,2.181444514304026e-05,0.007465468099741379
add,match,throughput_stat,281873.7,8356.675655493105,280929.0,8467.0,0.046427204004570545
cancel,null,ipc_stat,1.3197288846131747,0.01861690164388391,1.3148217660908026,0.015381487573567165,0.018020672636568303
cancel,null,cycle_per_msg_stat,2922.3109443,34.107160082293966,2915.4688592499997,17.443972999999914,0.009216723143849533
cancel,null,cache_miss_rate_stat,0.0035345217699900033,0.0018288109726351653,0.0032527885192218864,0.0011426048568015912,0.5411027992628755
cancel,null,branch_miss_rate_stat,0.0027751712962190145,4.605271679836301e-05,0.002768779011842348,3.0037302341462315e-05,0.01671137462656165
cancel,null,throughput_stat,288651.2,4618.3947860701555,289107.0,4038.0,0.021515292307692304
cancel,decode,ipc_stat,1.3116356947884558,0.04461836903555347,1.3208981796681747,0.009171038719204772,0.010695195527364991
cancel,decode,cycle_per_msg_stat,2973.3588776,84.83375556802643,2947.1644215,34.28861199999983,0.01792194263603848
cancel,decode,cache_miss_rate_stat,0.0032252986792855507,0.002020702313432047,0.0027158400446562272,0.0013066879534983215,0.7411519285355433
cancel,decode,branch_miss_rate_stat,0.00273920464113956,3.337872067009663e-05,0.002746693135800289,1.9917309764141142e-05,0.01117017761875776
cancel,decode,throughput_stat,290633.4,8480.10275357033,293052.0,4310.0,0.022655420314483435
cancel,match,ipc_stat,1.4022756339306084,0.011559155381628196,1.4050551456446658,0.004070758677378605,0.004462944960066027
cancel,match,cycle_per_msg_stat,3356.7582167,29.370301262452394,3348.7492147499997,13.810503749999725,0.006352818367997148
cancel,match,cache_miss_rate_stat,0.14746334803597444,0.0015336136715528885,0.1477235340249287,0.0009453266458525345,0.0098576127688343
cancel,match,branch_miss_rate_stat,0.0037519124948082586,2.9446944251039445e-05,0.0037530211664913915,1.611484810006979e-05,0.006614313048040674
cancel,match,throughput_stat,290407.1,4262.888156324691,290380.5,3046.0,0.016158535385124
